Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/18  17:00:00,67905243.8236213,67905243.8236213,14390470.4113091,5414413.48276433,48348135.1724704 
 03/18  18:00:00,56180034.1240616,56180034.1240616,4597200.,6484178.699582,41385398.9087341 
 03/18  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 03/18  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/18  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/18  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/18  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/18  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  06:00:00,78390593.9758415,78390593.9758415,4597200.,6825706.96067657,41385398.9087341 
 03/19  07:00:00,48557455.7809496,48557455.7809496,4597200.,6150979.17517915,41385398.9087341 
 03/19  08:00:00,47804753.1460197,47804753.1460197,4597200.,5398758.59217883,41385398.9087341 
 03/19  09:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/19  10:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/19  11:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/19  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/19  13:00:00,56340564.3283896,56340564.3283896,4597200.,5370038.36600498,41385398.9087341 
 03/19  14:00:00,66613200.1451324,66613200.1451324,4597200.,5370038.36600498,41385398.9087341 
 03/19  15:00:00,52734611.3133243,52734611.3133243,4597200.,5370038.36600498,41385398.9087341 
 03/19  16:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/19  17:00:00,47803851.8543482,47803851.8543482,4597200.,5397880.90192181,41385398.9087341 
 03/19  18:00:00,49088748.7447645,49088748.7447645,4597200.,7519408.7935949,33399901.5013581 
 03/19  19:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/19  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/20  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/20  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/20  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/20  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/20  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/20  06:00:00,207787354.867941,207787354.86794,122485158.033972,13651413.9213531,55180531.8783121 
 03/20  07:00:00,305691470.568341,305691470.568341,100015160.574543,36291265.9388801,95796493.4167736 
 03/20  08:00:00,356047473.584489,356047473.584489,60326811.5811746,96833011.9451328,204227663.759169 
 03/20  09:00:00,300968542.998697,300968542.998697,35652263.9971684,96660690.5880898,174055806.616312 
 03/20  10:00:00,288129149.996113,288129149.996113,30974165.0427063,96660690.5880898,167093070.352576 
 03/20  11:00:00,293785682.296248,293785682.296248,25583780.7925152,96660690.5880898,174055806.616312 
 03/20  12:00:00,304218189.903153,304218189.903153,29521439.2082895,96660690.5880898,177667514.306075 
 03/20  13:00:00,302203158.047452,302203158.047452,30097145.0975771,96660690.5880898,179858086.836092 
 03/20  14:00:00,288498688.043428,288498688.043428,22351602.4856131,96660690.5880898,167093070.352576 
 03/20  15:00:00,286228212.199481,286228212.199481,22324211.5767211,96660690.5880898,167093070.352576 
 03/20  16:00:00,296338596.271738,296338596.271738,45263428.9490816,96660690.5880898,177537174.74818 
 03/20  17:00:00,252618905.139728,252618905.139728,68376463.5976091,53924881.7962409,140923939.573165 
 03/20  18:00:00,155523865.455608,155523865.455608,95442320.2318851,38645618.6306316,69106004.4057846 
 03/20  19:00:00,185275818.348175,185275818.348175,122422560.957245,40954241.7640594,59822356.0541363 
 03/20  20:00:00,192320286.684567,192320286.684567,136123030.961947,27302827.8427063,59822356.0541363 
 03/20  21:00:00,202918555.4034,202918555.4034,143617177.528887,27302827.8427063,55180531.8783121 
 03/20  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/20  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/20  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/21  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/21  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/21  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/21  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/21  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/21  06:00:00,220901303.784393,220901303.784393,155664708.56486,13651413.9213531,55180531.8783121 
 03/21  07:00:00,311143795.474981,311143795.474981,142619336.766321,36125235.8263761,95796493.4167736 
 03/21  08:00:00,368145453.388702,368145453.388702,107171085.462551,96951890.1871392,204227663.759169 
 03/21  09:00:00,306224287.388002,306224287.388002,88065994.0432615,96660690.5880898,174055806.616312 
 03/21  10:00:00,290862260.091751,290862260.091751,65289289.1380924,96660690.5880898,167093070.352576 
 03/21  11:00:00,294845667.637634,294845667.637634,34059859.5970324,96660690.5880898,174055806.616312 
 03/21  12:00:00,307010098.294372,307010098.294372,34346031.1109725,96660690.5880898,177667514.306075 
 03/21  13:00:00,301427524.30574,301427524.30574,29377986.1070116,96660690.5880898,179858086.836092 
 03/21  14:00:00,287809962.526244,287809962.526244,18249548.7528206,96660690.5880898,167093070.352576 
 03/21  15:00:00,285777811.712553,285777811.712553,18042729.5997595,96660690.5880898,167093070.352576 
 03/21  16:00:00,294663185.127576,294663185.127576,23358961.7984793,96660690.5880898,177537174.74818 
 03/21  17:00:00,244404517.814639,244404517.814639,19706175.6220344,54050314.73076,140923939.573165 
 03/21  18:00:00,144621561.617602,144621561.617602,48119670.4428577,38882736.9543251,69106004.4057846 
 03/21  19:00:00,178895746.839655,178895746.839655,81910373.8470255,40954241.7640594,59822356.0541363 
 03/21  20:00:00,181935365.027522,181935365.027522,104554202.584715,27302827.8427063,59822356.0541363 
 03/21  21:00:00,188289982.39746,188289982.39746,108041809.478459,27302827.8427063,55180531.8783121 
 03/21  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/21  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/21  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/22  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/22  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/22  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/22  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/22  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/22  06:00:00,209604829.315654,209604829.315654,166438224.235344,13651413.9213531,55180531.8783121 
 03/22  07:00:00,304124605.904227,304124605.904227,136958176.31883,36254660.3387405,95796493.4167736 
 03/22  08:00:00,365165233.710311,365165233.710311,95625581.8237404,96945894.1811727,204227663.759169 
 03/22  09:00:00,302145416.371339,302145416.371339,73882789.3885649,96660690.5880898,174055806.616312 
 03/22  10:00:00,286249321.949379,286249321.949379,36779854.6953331,96660690.5880898,167093070.352576 
 03/22  11:00:00,291753745.432785,291753745.432785,27479450.8990441,96660690.5880898,174055806.616312 
 03/22  12:00:00,314682056.751139,314682056.751139,30514922.525094,96660690.5880898,177667514.306075 
 03/22  13:00:00,297861103.052378,297861103.052378,29375679.9826023,96660690.5880898,179858086.836092 
 03/22  14:00:00,283373031.554824,283373031.554824,18345553.7283351,96660690.5880898,167093070.352576 
 03/22  15:00:00,282870928.818557,282870928.818557,19842922.9794487,96660690.5880898,167093070.352576 
 03/22  16:00:00,294503480.646131,294503480.646131,24346229.9258926,96945908.9912273,177537174.74818 
 03/22  17:00:00,254347176.145792,254347176.145792,15472999.9154063,55257322.9424002,140923939.573165 
 03/22  18:00:00,150113261.279202,150113261.279202,24988370.1018007,40012627.9337529,69106004.4057846 
 03/22  19:00:00,180926978.166794,180926978.166794,31028980.6532213,40954241.7640594,59822356.0541363 
 03/22  20:00:00,176820526.087386,176820526.087386,38333436.5922012,27302827.8427063,59822356.0541363 
 03/22  21:00:00,176043480.719531,176043480.719531,14888302.3835583,27302827.8427063,55180531.8783121 
 03/22  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/22  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/22  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/23  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/23  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/23  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/23  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/23  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/23  06:00:00,155949514.307855,155949514.307855,70927405.131435,13651413.9213531,55180531.8783121 
 03/23  07:00:00,277542017.938899,277542017.938899,72555274.8192818,37951935.7337336,95796493.4167736 
 03/23  08:00:00,365387455.42844,365387455.42844,53881193.0250786,98041433.7593106,204227663.759169 
 03/23  09:00:00,315865646.378771,315865646.378771,63162101.3704149,97243089.7861887,174055806.616312 
 03/23  10:00:00,290263554.612177,290263554.612177,56005388.3293159,96660690.5880898,167093070.352576 
 03/23  11:00:00,296227321.682059,296227321.682059,52562779.3135228,96660690.5880898,174055806.616312 
 03/23  12:00:00,338272424.152146,338272424.152147,49945261.5373607,96660690.5880898,177667514.306075 
 03/23  13:00:00,299190291.824613,299190291.824613,45555219.8065732,96660690.5880898,179858086.836092 
 03/23  14:00:00,284482890.04413,284482890.04413,27739564.5428259,96660690.5880898,167093070.352576 
 03/23  15:00:00,284566706.360642,284566706.360642,27243859.8240906,96660690.5880898,167093070.352576 
 03/23  16:00:00,295085990.47309,295085990.47309,30360359.7571331,96660690.5880898,177537174.74818 
 03/23  17:00:00,265682908.849812,265682908.849812,17848844.3555099,55795964.3654523,140923939.573165 
 03/23  18:00:00,165343024.213796,165343024.213796,22698867.5052447,40279473.9223682,69106004.4057846 
 03/23  19:00:00,193789442.718764,193789442.718764,25507227.7148953,40954241.7640594,59822356.0541363 
 03/23  20:00:00,186715458.570335,186715458.570335,32238799.6409753,27302827.8427063,59822356.0541363 
 03/23  21:00:00,189876846.571446,189876846.571446,25761495.0134273,27302827.8427063,55180531.8783121 
 03/23  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/23  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/23  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/24  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/24  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/24  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/24  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/24  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/24  06:00:00,164613794.584156,164613794.584156,66694329.7483311,13651413.9213531,55180531.8783121 
 03/24  07:00:00,286401208.584176,286401208.584176,65003947.4908798,39055561.4883554,95796493.4167736 
 03/24  08:00:00,374700845.965645,374700845.965645,57582358.9280547,99867213.1541108,204227663.759169 
 03/24  09:00:00,320250672.512217,320250672.512217,72295439.0478693,96989517.5991525,174055806.616312 
 03/24  10:00:00,293948283.273192,293948283.273192,55748994.1096395,96660690.5880898,167093070.352576 
 03/24  11:00:00,299894156.998686,299894156.998686,56211831.764908,96660690.5880898,174055806.616312 
 03/24  12:00:00,342414611.448636,342414611.448636,54183372.9047911,96660690.5880898,177667514.306075 
 03/24  13:00:00,298474366.129356,298474366.129356,56494920.9791208,96660690.5880898,179858086.836092 
 03/24  14:00:00,287252422.622304,287252422.622304,56252619.404627,96660690.5880898,167093070.352576 
 03/24  15:00:00,290449535.714705,290449535.714705,60022439.323661,96660690.5880898,167093070.352576 
 03/24  16:00:00,302014346.475975,302014346.475975,66005027.5295974,96660690.5880898,177537174.74818 
 03/24  17:00:00,278621788.257424,278621788.257424,65552180.6345084,54650166.8132512,140923939.573165 
 03/24  18:00:00,190917397.615956,190917397.615956,74733116.1892516,39463499.3812336,69106004.4057846 
 03/24  19:00:00,219625363.141619,219625363.141619,79828031.7562348,40954241.7640594,59822356.0541363 
 03/24  20:00:00,213769307.146711,213769307.146711,85926222.2530705,27302827.8427063,59822356.0541363 
 03/24  21:00:00,213194445.208961,213194445.208961,87943436.3285774,27302827.8427063,55180531.8783121 
 03/24  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/24  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/24  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/25  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  06:00:00,204911415.486054,204911415.486054,108443426.493506,13651413.9213531,55180531.8783121 
 03/25  07:00:00,245290785.379357,245290785.379357,102975654.863098,12299879.3385667,73747828.5816088 
 03/25  08:00:00,229058003.787471,229058003.787471,91172121.8717123,32315298.0603909,85222049.4632748 
 03/25  09:00:00,207614493.540028,207614493.540028,78924475.3238947,32220230.1960299,93345241.7709671 
 03/25  10:00:00,186473253.743074,186473253.743074,69007282.8690085,32220230.1960299,89863873.6390989 
 03/25  11:00:00,177433006.444381,177433006.444381,63375786.6613155,32220230.1960299,97987065.9467912 
 03/25  12:00:00,136335198.331887,136335198.331887,50721054.7674251,16110115.098015,72652542.3166 
 03/25  13:00:00,120028198.185662,120028198.185662,38597559.0708344,16110115.098015,63368893.9649517 
 03/25  14:00:00,109852867.243386,109852867.243386,39692632.4782636,16110115.098015,57566613.7451715 
 03/25  15:00:00,109165750.383309,109165750.383309,26182941.7023072,16110115.098015,52924789.5693473 
 03/25  16:00:00,121309521.67179,121309521.67179,28240041.9239031,16110115.098015,54085245.6133033 
 03/25  17:00:00,67894982.7368464,67894982.7368464,35938304.9710039,5404152.54864776,48348135.1724704 
 03/25  18:00:00,48733722.9717638,48733722.9717638,4597200.,6327475.95024212,41385398.9087341 
 03/25  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 03/25  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/25  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  06:00:00,71101061.9758415,71101061.9758415,4597200.,6825706.96067657,41385398.9087341 
 03/26  07:00:00,48359803.5662915,48359803.5662915,4597200.,5953410.13829015,41385398.9087341 
 03/26  08:00:00,47776012.3447722,47776012.3447722,4597200.,5370038.36600498,41385398.9087341 
 03/26  09:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/26  10:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/26  11:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/26  12:00:00,50961707.0896485,50961707.0896485,4597200.,5370038.36600498,41385398.9087341 
 03/26  13:00:00,58247772.7578074,58247772.7578074,4597200.,5370038.36600498,41385398.9087341 
 03/26  14:00:00,67394374.7506442,67394374.7506442,4597200.,5370038.36600498,41385398.9087341 
 03/26  15:00:00,51562894.8172097,51562894.8172097,4597200.,5370038.36600498,41385398.9087341 
 03/26  16:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 03/26  17:00:00,47794274.6049976,47794274.6049976,4597200.,5388307.08180679,41385398.9087341 
 03/26  18:00:00,41657258.6644055,41657258.6644055,4597200.,7377503.047006,33399901.5013581 
 03/26  19:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/26  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 03/27  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/27  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/27  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/27  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/27  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/27  06:00:00,127262726.309757,127262726.309757,4597200.,13651413.9213531,55180531.8783121 
 03/27  07:00:00,261239442.577004,261239442.577004,4597200.,38406976.8840148,95796493.4167736 
 03/27  08:00:00,340561692.79699,340561692.79699,4597200.,97922555.5173042,204227663.759169 
 03/27  09:00:00,301816121.757514,301816121.757514,4597200.,97706610.7422813,174055806.616312 
 03/27  10:00:00,287235420.909572,287235420.909572,13704305.8047792,96660690.5880898,167093070.352576 
 03/27  11:00:00,292416034.074592,292416034.074592,23561232.8779313,96660690.5880898,174055806.616312 
 03/27  12:00:00,329262982.841414,329262982.841414,29488830.9020316,96660690.5880898,177667514.306075 
 03/27  13:00:00,354744691.25332,354744691.25332,29348563.6407848,96660690.5880898,179858086.836092 
 03/27  14:00:00,344496603.082567,344496603.082567,22826086.2456361,96660690.5880898,167093070.352576 
 03/27  15:00:00,350998899.698065,350998899.698065,18015297.2814817,96660690.5880898,167093070.352576 
 03/27  16:00:00,358502390.677028,358502390.677028,23258866.972344,96660690.5880898,177537174.74818 
 03/27  17:00:00,264358718.706084,264358718.706084,14299646.8132244,54344183.3352542,140923939.573165 
 03/27  18:00:00,158335820.116108,158335820.116108,12247361.8063821,38099549.6464825,69106004.4057846 
 03/27  19:00:00,164664682.537788,164664682.537788,12453713.7883107,40954241.7640594,59822356.0541363 
 03/27  20:00:00,150555721.604175,150555721.604175,9258511.63419689,27302827.8427063,59822356.0541363 
 03/27  21:00:00,154709174.163014,154709174.163014,4597200.,27302827.8427063,55180531.8783121 
 03/27  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/27  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/27  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/28  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/28  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/28  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/28  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/28  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/28  06:00:00,125089071.383562,125089071.383562,25412797.0361465,13651413.9213531,55180531.8783121 
 03/28  07:00:00,250436220.315805,250436220.315805,29121002.5375136,37094364.3143148,95796493.4167736 
 03/28  08:00:00,336243159.739675,336243159.739675,15908182.1442481,97468854.2582685,204227663.759169 
 03/28  09:00:00,302754268.93811,302754268.93811,25610172.2091745,98219751.1223202,174055806.616312 
 03/28  10:00:00,288379328.195434,288379328.195434,18369365.5218789,97048956.7201557,167093070.352576 
 03/28  11:00:00,289718558.632208,289718558.632208,31012592.8532538,96660690.5880898,174055806.616312 
 03/28  12:00:00,332313713.931278,332313713.931278,35443072.4900537,96660690.5880898,177667514.306075 
 03/28  13:00:00,296203707.416078,296203707.416078,40305540.2209202,96660690.5880898,179858086.836092 
 03/28  14:00:00,282592937.971717,282592937.971717,27388272.9818072,96660690.5880898,167093070.352576 
 03/28  15:00:00,283006676.806409,283006676.806409,25001343.246163,96660690.5880898,167093070.352576 
 03/28  16:00:00,294214642.900567,294214642.900567,25654183.694618,96698320.4684455,177537174.74818 
 03/28  17:00:00,261962202.646643,261962202.646643,17554839.1109756,56468540.0121697,140923939.573165 
 03/28  18:00:00,154438955.08855,154438955.08855,13114422.0922617,40420543.001099,69106004.4057846 
 03/28  19:00:00,180714661.987878,180714661.987878,8749618.9177563,40954241.7640594,59822356.0541363 
 03/28  20:00:00,173419312.594812,173419312.594812,10241252.3297738,27302827.8427063,59822356.0541363 
 03/28  21:00:00,176487966.932886,176487966.932886,12468099.510363,27302827.8427063,55180531.8783121 
 03/28  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/28  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/28  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/29  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/29  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/29  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/29  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/29  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/29  06:00:00,141575151.032223,141575151.032223,33819758.5269295,13651413.9213531,55180531.8783121 
 03/29  07:00:00,259144202.909113,259144202.909112,35116107.2504673,36491709.1704618,95796493.4167736 
 03/29  08:00:00,346467934.332751,346467934.332751,18747548.7052341,97124211.5441823,204227663.759169 
 03/29  09:00:00,294610534.024425,294610534.024425,18767813.9114927,96660690.5880898,174055806.616312 
 03/29  10:00:00,282458186.931271,282458186.931271,22952594.767165,96660690.5880898,167093070.352576 
 03/29  11:00:00,289466667.36276,289466667.36276,23561104.7793231,96660690.5880898,174055806.616312 
 03/29  12:00:00,309722639.427129,309722639.427129,31114501.0656922,96660690.5880898,177667514.306075 
 03/29  13:00:00,295693576.260793,295693576.260793,30951938.5920675,96660690.5880898,179858086.836092 
 03/29  14:00:00,282210897.827834,282210897.827834,19795457.4009252,96660690.5880898,167093070.352576 
 03/29  15:00:00,282551517.612387,282551517.612387,18016327.7585949,96660690.5880898,167093070.352576 
 03/29  16:00:00,294233357.916971,294233357.916971,23249618.8626919,96698320.4684455,177537174.74818 
 03/29  17:00:00,253030377.061666,253030377.061666,21464422.7726555,54311161.6013635,140923939.573165 
 03/29  18:00:00,147220526.144116,147220526.144116,33817675.3522989,39050080.5119343,69106004.4057846 
 03/29  19:00:00,180505271.978484,180505271.978484,43155996.0077706,40954241.7640594,59822356.0541363 
 03/29  20:00:00,182432535.042119,182432535.042119,53858845.9655701,27302827.8427063,59822356.0541363 
 03/29  21:00:00,188233384.357856,188233384.357856,60015898.4531866,27302827.8427063,55180531.8783121 
 03/29  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 03/29  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 03/29  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 03/30  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/30  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/30  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/30  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 03/30  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 03/30  06:00:00,196372234.961155,196372234.961155,111917670.356529,13651413.9213531,55180531.8783121 
 03/30  07:00:00,304912713.878827,304912713.878827,107495695.612423,36530447.423679,95796493.4167736 
 03/30  08:00:00,380199049.491598,380199049.491598,86600750.2999974,96811200.2361429,204227663.759169 
 03/30  09:00:00,320811931.588841,320811931.588841,97059239.322336,96660690.5880898,174055806.616312 
 03/30  10:00:00,299952928.643949,299952928.643949,89998865.3936262,96660690.5880898,167093070.352576 
 03/30  11:00:00,297916519.429483,297916519.429483,97768943.1034343,96660690.5880898,174055806.616312 
