Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 09/20  13:00:00,327048504.461366,327048504.461366,23375750.7749973,96660690.5880898,179858086.836092 
 09/20  14:00:00,313090965.561663,313090965.561663,17840041.1567846,96660690.5880898,167093070.352576 
 09/20  15:00:00,322371086.038697,322371086.038697,13286577.6862965,96660690.5880898,167093070.352576 
 09/20  16:00:00,330012894.164606,330012894.164606,18039719.0937375,97565952.8797366,177537174.74818 
 09/20  17:00:00,240497614.517527,240497614.517527,13267377.391344,54603546.3795345,140923939.573165 
 09/20  18:00:00,142292634.900191,142292634.900191,12979355.2986046,39551648.8791047,69106004.4057846 
 09/20  19:00:00,144402775.542329,144402775.542329,4597200.,40954241.7640594,59822356.0541363 
 09/20  20:00:00,132558113.389801,132558113.389801,8708264.10286197,27302827.8427063,59822356.0541363 
 09/20  21:00:00,130121344.583856,130121344.583856,4597200.,27302827.8427063,55180531.8783121 
 09/20  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/20  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/20  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/21  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/21  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/21  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/21  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/21  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/21  06:00:00,97589189.7028353,97589189.7028354,4597200.,13274807.8393382,55180531.8783121 
 09/21  07:00:00,186568251.372367,186568251.372367,4597200.,33902909.8031198,95796493.4167736 
 09/21  08:00:00,327329439.456218,327329439.456218,4597200.,98154315.9953504,204227663.759169 
 09/21  09:00:00,291665510.224904,291665510.224904,9776471.18679667,96660690.5880898,174055806.616312 
 09/21  10:00:00,288422338.701583,288422338.701583,17107981.2772652,96660690.5880898,167093070.352576 
 09/21  11:00:00,300168670.391301,300168670.391301,22787984.7745623,96660690.5880898,174055806.616312 
 09/21  12:00:00,310747327.553205,310747327.553205,23491282.748553,96660690.5880898,177667514.306075 
 09/21  13:00:00,326897792.77253,326897792.77253,23397021.512499,96660690.5880898,179858086.836092 
 09/21  14:00:00,312714082.443082,312714082.443082,17868039.7545811,96660690.5880898,167093070.352576 
 09/21  15:00:00,316716390.7215,316716390.7215,13293544.1939661,96660690.5880898,167093070.352576 
 09/21  16:00:00,330094405.502942,330094405.502942,22560440.9788662,97863148.4847526,177537174.74818 
 09/21  17:00:00,241653657.114491,241653657.114491,13106863.2661121,57759402.6036149,140923939.573165 
 09/21  18:00:00,134607076.852805,134607076.852805,8771125.65776541,40420543.001099,69106004.4057846 
 09/21  19:00:00,149128077.370819,149128077.370819,8693494.00656816,40954241.7640594,59822356.0541363 
 09/21  20:00:00,139174510.904844,139174510.904844,8720584.83648122,27302827.8427063,59822356.0541363 
 09/21  21:00:00,139038338.962176,139038338.962176,4597200.,27302827.8427063,55180531.8783121 
 09/21  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/21  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/21  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/22  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/22  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/22  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/22  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/22  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/22  06:00:00,97661660.9550891,97661660.9550891,4597200.,13208960.2925331,55180531.8783121 
 09/22  07:00:00,177097703.929514,177097703.929514,4597200.,33219082.3688858,95796493.4167736 
 09/22  08:00:00,330746786.446552,330746786.446552,4597200.,97631355.9182547,204227663.759169 
 09/22  09:00:00,311640491.034816,311640491.034816,9001354.14589876,96660690.5880898,174055806.616312 
 09/22  10:00:00,320405407.578921,320405407.578921,17898767.0520392,96660690.5880898,167093070.352576 
 09/22  11:00:00,352300699.366338,352300699.366338,18224525.4974269,96660690.5880898,174055806.616312 
 09/22  12:00:00,363685167.959905,363685167.959905,28159482.2566352,96660690.5880898,177667514.306075 
 09/22  13:00:00,365403204.017915,365403204.017915,23382036.2354263,96660690.5880898,179858086.836092 
 09/22  14:00:00,361252925.704239,361252925.704239,14865421.7871948,96660690.5880898,167093070.352576 
 09/22  15:00:00,347692391.371362,347692391.371362,16260736.3640123,97415433.3583137,167093070.352576 
 09/22  16:00:00,348246317.531728,348246317.531728,18063728.972146,97215306.7546566,177537174.74818 
 09/22  17:00:00,263613077.692724,263613077.692724,13205457.8555463,55335486.7688897,140923939.573165 
 09/22  18:00:00,160333447.569745,160333447.569745,8783872.75328635,38280476.7068276,69106004.4057846 
 09/22  19:00:00,150985628.595044,150985628.595044,8728401.69121134,40954241.7640594,59822356.0541363 
 09/22  20:00:00,134577097.474135,134577097.474135,8718111.52954006,27302827.8427063,59822356.0541363 
 09/22  21:00:00,133271792.870158,133271792.870158,4597200.,27302827.8427063,55180531.8783121 
 09/22  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/22  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/22  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/23  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  06:00:00,98446168.3011241,98446168.3011241,4597200.,13100535.523162,55180531.8783121 
 09/23  07:00:00,116272619.330652,116272619.330652,4597200.,11047744.3320669,73747828.5816088 
 09/23  08:00:00,147980286.264057,147980286.264057,4597200.,32232772.666701,85222049.4632748 
 09/23  09:00:00,184705105.654296,184705105.654296,4597200.,32220230.1960299,93345241.7709671 
 09/23  10:00:00,198342664.317057,198342664.317057,4597200.,32220230.1960299,89863873.6390989 
 09/23  11:00:00,219351799.372214,219351799.372214,4597200.,32220230.1960299,97987065.9467912 
 09/23  12:00:00,185489782.090493,185489782.090493,8758703.17800919,16110115.098015,72652542.3166 
 09/23  13:00:00,177448379.164649,177448379.164649,8746316.51262411,16110115.098015,63368893.9649517 
 09/23  14:00:00,172796199.91153,172796199.91153,8705055.40055378,16110115.098015,57566613.7451715 
 09/23  15:00:00,172204542.240691,172204542.240691,8675807.73028528,16110115.098015,52924789.5693473 
 09/23  16:00:00,170389350.011029,170389350.011029,4597200.,16110115.098015,54085245.6133033 
 09/23  17:00:00,143095032.944931,143095032.944931,4597200.,5447478.64444936,48348135.1724704 
 09/23  18:00:00,55964594.6217001,55964594.6217001,4597200.,6268828.15034084,41385398.9087341 
 09/23  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 09/23  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/23  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  06:00:00,63598711.4887494,63598711.4887494,4597200.,6612899.25973828,41385398.9087341 
 09/24  07:00:00,47944847.0694874,47944847.0694874,4597200.,5538726.02841081,41385398.9087341 
 09/24  08:00:00,59561878.8243958,59561878.8243958,4597200.,5372128.7777835,41385398.9087341 
 09/24  09:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 09/24  10:00:00,86760360.6623899,86760360.6623899,4597200.,5370038.36600498,41385398.9087341 
 09/24  11:00:00,96907731.0028992,96907731.0028992,4597200.,5370038.36600498,41385398.9087341 
 09/24  12:00:00,89770499.3958647,89770499.3958647,4597200.,5370038.36600498,41385398.9087341 
 09/24  13:00:00,100276587.43817,100276587.43817,4597200.,5370038.36600498,41385398.9087341 
 09/24  14:00:00,104645189.940782,104645189.940782,4597200.,5370038.36600498,41385398.9087341 
 09/24  15:00:00,88531521.1276877,88531521.1276877,4597200.,5370038.36600498,41385398.9087341 
 09/24  16:00:00,89088663.6921872,89088663.6921872,4597200.,5370038.36600498,41385398.9087341 
 09/24  17:00:00,70746895.4713789,70746895.4713789,4597200.,5463656.81134251,41385398.9087341 
 09/24  18:00:00,56523308.797302,56523308.797302,4597200.,7664369.18680954,33399901.5013581 
 09/24  19:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/24  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 09/25  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/25  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/25  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/25  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/25  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/25  06:00:00,104954486.865792,104954486.865792,11540559.4950166,13327292.7377102,55180531.8783121 
 09/25  07:00:00,192560908.263497,192560908.263497,7750568.74865148,33511744.6297512,95796493.4167736 
 09/25  08:00:00,325715374.08385,325715374.08385,4597200.,96773572.8241296,204227663.759169 
 09/25  09:00:00,307164760.09338,307164760.09338,4597200.,96660690.5880898,174055806.616312 
 09/25  10:00:00,329533632.076694,329533632.076694,4597200.,96660690.5880898,167093070.352576 
 09/25  11:00:00,350507578.297239,350507578.297239,13684428.2306431,96660690.5880898,174055806.616312 
 09/25  12:00:00,357880664.863004,357880664.863004,26421731.7272578,96660690.5880898,177667514.306075 
 09/25  13:00:00,379020910.933802,379020910.933802,25220062.5741392,96660690.5880898,179858086.836092 
 09/25  14:00:00,370682623.862487,370682623.862487,13409733.2158809,96660690.5880898,167093070.352576 
 09/25  15:00:00,372986704.303235,372986704.303235,17651061.0209839,96660690.5880898,167093070.352576 
 09/25  16:00:00,381167659.544528,381167659.544528,18074958.1588008,96660690.5880898,177537174.74818 
 09/25  17:00:00,275452072.92271,275452072.92271,13193730.0571655,54627996.0081146,140923939.573165 
 09/25  18:00:00,166871252.386453,166871252.386453,11054029.9205035,38801623.7450445,69106004.4057846 
 09/25  19:00:00,146475005.638124,146475005.638124,6492972.64642326,40954241.7640594,59822356.0541363 
 09/25  20:00:00,130708712.757127,130708712.757127,8718695.21835372,27302827.8427063,59822356.0541363 
 09/25  21:00:00,126448595.326163,126448595.326163,4597200.,27302827.8427063,55180531.8783121 
 09/25  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/25  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/25  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/26  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/26  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/26  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/26  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/26  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/26  06:00:00,104681863.368896,104681863.368896,4597200.,13218356.5231117,55180531.8783121 
 09/26  07:00:00,179280629.361697,179280629.361697,4597200.,33088764.8889016,95796493.4167736 
 09/26  08:00:00,335215522.209383,335215522.209383,4597200.,96698318.0001031,204227663.759169 
 09/26  09:00:00,341406941.404406,341406941.404406,9402749.01452242,96660690.5880898,174055806.616312 
 09/26  10:00:00,367142759.483016,367142759.483016,17514791.9885615,96660690.5880898,167093070.352576 
 09/26  11:00:00,395617589.715245,395617589.715245,22814569.671923,96660690.5880898,174055806.616312 
 09/26  12:00:00,410760858.081745,410760858.081745,23492962.7229078,96660690.5880898,177667514.306075 
 09/26  13:00:00,434494618.731014,434494618.731014,23429871.557939,96660690.5880898,179858086.836092 
 09/26  14:00:00,440029147.638821,440029147.638821,17885425.4560654,96660690.5880898,167093070.352576 
 09/26  15:00:00,452548701.230372,452548701.230372,17651128.6779183,96660690.5880898,167093070.352576 
 09/26  16:00:00,458188754.107185,458188754.107185,18147453.6831265,96660690.5880898,177537174.74818 
 09/26  17:00:00,327221114.436501,327221114.436502,13114711.3414745,54777444.2932702,140923939.573165 
 09/26  18:00:00,225102040.841416,225102040.841416,8779014.67690761,39121398.5685918,69106004.4057846 
 09/26  19:00:00,228445035.809163,228445035.809163,8700840.70410236,40954241.7640594,59822356.0541363 
 09/26  20:00:00,211509191.902873,211509191.902873,8721430.56836788,27302827.8427063,59822356.0541363 
 09/26  21:00:00,204733677.30332,204733677.30332,4597200.,27302827.8427063,55180531.8783121 
 09/26  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 09/26  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 09/26  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 09/27  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/27  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/27  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/27  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 09/27  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 09/27  06:00:00,159544468.281975,159544468.281975,4597200.,13331473.8355275,55180531.8783121 
 09/27  07:00:00,205345079.17544,205345079.17544,4597200.,33590996.7910888,95796493.4167736 
 09/27  08:00:00,418584024.931959,418584024.931959,4597200.,96773572.8241296,204227663.759169 
 09/27  09:00:00,418441838.44505,418441838.44505,8986801.75196861,96660690.5880898,174055806.616312 
 09/27  10:00:00,431889056.608654,431889056.608654,17915000.6021184,96660690.5880898,167093070.352576 
 09/27  11:00:00,445727881.749318,445727881.749318,22816581.8145644,96660690.5880898,174055806.616312 
 09/27  12:00:00,441804029.415709,441804029.415709,23497397.0057675,96660690.5880898,177667514.306075 
 09/27  13:00:00,475043156.935285,475043156.935285,23430530.714308,96660690.5880898,179858086.836092 
 09/27  14:00:00,481834440.893146,481834440.893146,17887053.9073256,96660690.5880898,167093070.352576 
 09/27  15:00:00,498701531.180398,498701531.180399,13303981.3584664,96660690.5880898,167093070.352576 
 09/27  16:00:00,510079039.674746,510079039.674746,22589036.5917842,96660690.5880898,177537174.74818 
 09/27  17:00:00,368457953.028584,368457953.028584,13114881.9713646,54570524.6456438,140923939.573165 
 09/27  18:00:00,232309492.810334,232309492.810334,8776929.71443154,39058684.5696747,69106004.4057846 
 09/27  19:00:00,231638771.734874,231638771.734874,8696608.74296517,40954241.7640594,59822356.0541363 
 09/27  20:00:00,210024600.152663,210024600.152663,8721216.45248085,27302827.8427063,59822356.0541363 
